ts,ltp,trade_size,level_qty:ask:0,level_qty:bid:0,level_price:ask:0
2022-03-04 01:30:00,3.96,-100.0,140300.0,1480900.0,3.97
2022-03-04 01:40:00,3.97,-400.0,586900.0,4900.0,3.98
2022-03-04 01:50:00,3.97,1200.0,51800.0,1656500.0,3.97
2022-03-04 02:00:00,3.98,400.0,647000.0,122700.0,3.98
2022-03-04 02:10:00,3.97,-500.0,187400.0,276400.0,3.98
2022-03-04 02:20:00,3.97,-400.0,34500.0,722900.0,3.98
2022-03-04 02:30:00,3.98,400.0,279600.0,67600.0,3.98
2022-03-04 02:40:00,3.97,-4500.0,319800.0,69100.0,3.98
2022-03-04 02:50:00,3.99,-100.0,1034200.0,553000.0,4.0
2022-03-04 03:00:00,3.98,-100.0,134900.0,131200.0,3.99
2022-03-04 03:10:00,3.97,-5200.0,98100.0,479500.0,3.98
2022-03-04 03:20:00,3.97,-100.0,197800.0,872700.0,3.98
2022-03-04 03:30:00,3.97,-100.0,202900.0,864700.0,3.98
2022-03-04 03:40:00,,,,,
2022-03-04 03:50:00,,,,,
2022-03-04 04:00:00,,,,,
2022-03-04 04:10:00,,,,,
2022-03-04 04:20:00,,,,,
2022-03-04 04:30:00,,,,,
2022-03-04 04:40:00,,,,,
2022-03-04 04:50:00,,,,,
2022-03-04 05:00:00,3.97,100.0,136400.0,1875200.0,3.97
2022-03-04 05:10:00,3.96,-100.0,32900.0,1698600.0,3.97
2022-03-04 05:20:00,3.97,100.0,73700.0,1543300.0,3.97
2022-03-04 05:30:00,3.97,200.0,542900.0,854900.0,3.97
2022-03-04 05:40:00,3.97,300.0,513800.0,1030600.0,3.97
2022-03-04 05:50:00,3.97,200.0,521600.0,926400.0,3.97
2022-03-04 06:00:00,3.98,100.0,554100.0,14000.0,3.98
2022-03-04 06:10:00,3.97,1400.0,150700.0,1126000.0,3.97
2022-03-04 06:20:00,3.97,100.0,336300.0,1299600.0,3.97
2022-03-04 06:30:00,3.97,1800.0,34000.0,967699.0,3.97
2022-03-04 06:40:00,3.98,2200.0,526600.0,569500.0,3.98
2022-03-04 06:50:00,3.98,1500.0,246900.0,328100.0,3.98
